AssetClass,Symbol,Description,ListingExchange,DateTime,Quantity,TradePrice,TradeMoney,Proceeds,Taxes,IBCommission,NetCash,ClosePrice,CostBasis,FifoPnlRealized,Buy/Sell
STK,ETHEEUR,COINSHARES ETHEREUM STAK ETP,BVME.ETF,2026-03-04;09:48:11,10,53.91,539.1,-539.1,0,-2.715,-541.815,55.745,541.815,0,BUY
STK,IREN,IREN LTD,NASDAQ,2026-03-06;15:10:55,100,37.8,3780,-3780,0,-0.24025725,-3780.24025725,36.7,3780.24025725,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-06;15:37:10,100,17.4,1740,-1740,0,-0.24025725,-1740.24025725,17.63,1740.24025725,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-09;10:12:10,50,16.8,840,-840,0,-0.29525725,-840.29525725,18.08,840.29525725,0,BUY
STK,IREN,IREN LTD,NASDAQ,2026-03-09;15:25:51,-100,38.6,-3860,3860,0,-0.25975725,3859.74024275,38.84,-3780.240257,79.499986,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-09;16:24:08,-100,17.97,-1797,1797,0,-0.68975725,1796.31024275,18.08,-1740.240257,56.069986,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-09;16:24:08,-28,17.98,-503.44,503.44,0,-0.19313203,503.24686797,18.08,-470.565344,32.681524,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-09;16:24:08,-5,17.97,-89.85,89.85,0,-0.012987863,89.837012137,18.08,-84.029526,5.807486,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-09;16:24:08,-17,17.97,-305.49,305.49,0,-0.044158732,305.445841268,18.08,-285.700387,19.745454,SELL
STK,IREN,IREN LTD,NASDAQ,2026-03-10;05:20:32,100,39.57,3957,-3957,0,-0.37025725,-3957.37025725,38.12,3957.37025725,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-10;09:40:56,100,17.29,1729,-1729,0,-0.37025725,-1729.37025725,17.68,1729.37025725,0,BUY
STK,IREN,IREN LTD,NASDAQ,2026-03-10;13:39:26,50,38.8,1940,-1940,0,-0.29525725,-1940.29525725,38.12,1940.29525725,0,BUY
STK,IREN,IREN LTD,NASDAQ,2026-03-11;09:56:08,-150,40.65,-6097.5,6097.5,0,-0.389635875,6097.110364125,41.98,-5897.665514,199.44485,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-11;10:05:37,-100,18.7,-1870,1870,0,-0.25975725,1869.74024275,18.45,-1729.370257,140.369986,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-13;05:20:59,88,17.75,1562,-1562,0,-0.63185725,-1562.63185725,17.6,1562.63185725,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-13;05:20:59,100,17.75,1775,-1775,0,-0.62822638,-1775.62822638,17.6,1775.62822638,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-13;05:20:59,12,17.75,213,-213,0,-0.08043087,-213.08043087,17.6,213.08043087,0,BUY
STK,VUAA,VANG S&P500 USDA,LSEETF,2026-03-13;05:21:45,15,128.46,1926.9,-1926.9,0,-1.7,-1928.6,128.06,1928.6,0,BUY
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-13;10:31:48,-100,18.35,-1835,1835,0,-0.46975725,1834.53024275,17.6,-1775.707244,58.822998,SELL
STK,LUNR,INTUITIVE MACHINES INC,NASDAQ,2026-03-13;10:31:52,-100,18.35,-1835,1835,0,-0.25975725,1834.74024275,17.6,-1775.63327,59.106972,SELL
